0xD4DF5C79, serious
0x583E20B3, new_sentinel_pos
0xBF311DB, b_use_path_finding
0xEBA9EF7E, is_on_nav_volume
0xF52922BB, b_in_tactical_position
0x9C8FE9D7, returndata
0xC4552B6B, sentinel_evade_speed
0x55872DF7, sentinel_move_speed
0x6CB1484F, lasttimechangeposition
0xF3FF4424, shouldgotonewposition
0xF6B5BC23, last_failsafe_count
0xB4F49A80, next_near_player_check
0x3096A55F, goalforced
0x8790DC2E, getclosestpointonnavvolume
0xAE11119E, goalpos
0xB62BB1C5, ispointinnavvolume
0x8B06DE4D, forced_pos
0x29317EFB, evading_player
0x5DE5A96C, should_buff_zombies
0xF0D65155, lastjuketime
0xB948F7A, nextjuketime
0x6226D314, stucktime
0xC985552D, setvehgoalpos
0x3A863DAC, waittill_pathing_done
0x82E95B01, last_failsafe_time
0x7D15E2F8, distance
0x36630CC9, skip_sentinel_pathupdateinterrupt
0x316422D1, distance2dsquared
0x7DFAF62, goalradius
0xD007DA9E, speed
0x5F321FD6, sentinel_droneenemy
0xB62CB89C, getspeed
0xC7B6E8E4, position
0x614E7398, b_accept_negative_height
0xC1239D26, settings
0x4D52F4F4, engagementdistmin
0xF117AC20, in_compact_mode
0xCA67B2EA, engagementdistmax
0x52676FA7, engagementheightmin
0xF7C19119, engagementheightmax
0xD9347E1A, v_narrow_volume
0xA249F7C3, v_compact_mode
0x618A6813, b_do_not_chase_enemy
0x18DB854, best_point
0x45905E80, 0bogsarraykeysf49c1020-3fc3-41a0-a104-214010ea7f77
0x622300EE, 0bogsindex4c1e2f82-f20b-45dd-80a6-334a5db42f54
0x71B668D0, best_score
0x7F8C7186, heightscore
0xFE369119, distfrompreferredheight
0x2063A4D2, is_near_another_player
0x9958F944, is_overlap_another_sentinel
0x5C9BAA31, is_near_another_sentinel
0x7B833F50, trace_count
0xDBE533C0, enemy_origin
0xA1ED1ED1, goalheight
0x6CF3475D, query_min_dist
0xEB69AEE4, sentinel_drone_move_spacing
0x1AE3E20E, spacing_multiplier
0x642B5E53, query_max_dist
0xBE5CA9FB, charge_at_position
0x216CBA4A, closest_point_on_nav_volume
0x9CA7AAD, sentinel_drone_hight_ex
0x24AE33D, sentinel_drone_radius_ex
0x31995ABA, sentinel_drone_move_dist_max_ex
0xC998F26C, sentinel_drone_too_close_to_self_dist_ex
0x2A678981, randomness
0x7AD04DF4, preferedheightrange
0x961B3962, querymultiplier
0xDE56317C, fardist
0x50E6D6BB, closedist
0x9EF92DC6, gooddist
0xDE9716E7, selfdisttotarget
0x87EA89A, distance2d
0x34BF0601, mapfloat
0x4C646766, targetplayertime
0xF3087FAA, getdvarfloat
0x9D329E33, positionquery_filter_distancetogoal
0xDC90001D, positionquery_filter_outofgoalanchor
0xD6E12A11, positionquery_filter_engagementdist
0x2C18542D, distawayfromengagementarea
0x7178C13C, bullettracepassed
0x52A71E60, visibile
0x629AB2B1, positionquery_debugscores
0x1D8893FC, centeronnav
0xBF8E7AAB, min_distance
0x24C4F8DB, distance_sq
0xE4B9D82, min_distance_sq
0x979A2615, a_sentinel_drones
0xE190B1F2, pointstruct
0x112580CE, point_score
0xA3216A9F, _scoredebug
0xB07228B6, target
0xE0BEB6EE, sessionstate
0x8F454113, isnotarget
0xF7C913A, is_valid_player_for_sentinel_drone
0x1EC2EE0C, b_ignore_elemental
0xC6731DA, b_outside_playable_area
0xF8456B37, radius
0xCAFBB1D0, sentinel_getnearestzombie
0x2E4B8C78, iprintlnbold
0x65EDA69A, no_widows_wine
0x7ADBAFD7, 0bogsarraykeyse8632a16-75c2-49a2-bee5-67b831378670
0xD23B102, 0bogsindex5092b358-725a-4499-b200-6f396d964ac8
0x20D6379D, mechz_locations
0x7B81749, str_type
0xD26D8DC, no_powerups
0x6B365F0F, isfrozen
0x8C8E79FE, ghost
0x422037F5, notsolid
0x86E828E1, pathmode
0x76F13293, wait_network_frame
0xC7AE07C2, needspawn
0x48F26766, show
0x4083A98E, solid
0x40FBF63A, damageopen
0xA58F78CF, headinfo
0x16B13460, 0bogsarraykeysfcfecfd3-ce45-401d-91da-6efa560ab819
0x1E510F8A, 0bogsindex51a0e066-c1f7-45a6-9816-e0d0f46ea8d4
0x817400D4, headclosest
0xAAEEC8C5, max
0x2C3E05AD, distsq
0xF45DA3C6, 0bogsarraykeys3227e0eb-80c4-48a1-91d5-c68507bf23c0
0xE5120461, 0bogsindex8fcc1595-b4fb-483f-8dee-355d5da8fcff
0xB5497362, headalive
0x79B53A67, n_result
0x13804B27, n_margwa_head_damage_scale
0x9B5D7667, _margwa_damage_cb
0xB31A6DDF, tag
0x73978B41, margwa_damage_override_callback
0x508479ED, isfunctionptr
0x92DC0464, impactcf
0x64A92274, margwa_head_kill_weapon_check
0xDFBE423B, 0bogsarraykeys9bff5fab-4f82-457f-8e36-eaea842687f0
0x5E150E0B, head_left_model
0x170DFEDA, head_mid_model
0xB406E5F2, head_right_model
0x4E09343B, headopen
0xBAD584D0, destroyheadcb
0xAC197C3F, killindex
0xCB3BF380, detach
0x8FF2374E, attach
0x998D4EC0, gore
0xA0C7C5F, headattached
0x9E9A84FB, e_head_attacker
0xB811D874, headdestroyed
0x402A69D5, zombie_move_speed
0xE959AD99, closed
0x992BEC92, cf
0x8FEA9FF3, 0bogsarraykeysd77bc1a4-9f76-403a-817c-7095ba0c5488
0xC9CE4436, 0bogsindex8488cd62-262f-4dc2-ad56-170fec796f39
0x86814471, dhweapon
0xDBB10DD8, dhweapons
0xEAAB05DC, run_all
0xCD1D99BD, gettagangles
0x788EC1D6, rotatepitch
0x69554B3E, add
0x95456B04, str_location
0xB6845DCA, 0bogsarraykeys71c76d22-2368-4e2b-9197-9b403670bef5
0xC761C356, 0bogsindexbfcea5cf-0daa-49ef-9908-ed4f26da98bb
0xB2FF4D87, script_label
0xA366C090, 0bogsarraykeysbde3befb-df4a-4c6c-ab94-3d1cdefcfa5f
0x44698BD1, 0bogsindex01ed1b41-de84-40e3-bf0d-61eeccd79c57
0x5E76F0AF, index
0x2775F311, letter
0x4BA7A59E, num_letter
0x791757, num
0x21D0DA55, rotateyaw
0x4DBF3AE3, trigger
0x8A32E9D8, was_inv
0x83FD42B5, enableinvulnerability
0x4890E520, disableinvulnerability
0xDF132FE7, charindex
0x3F7A17F, altbody_charindexes
0x62C34A4C, setcharacterbodytype
0x431B00F3, setcharacterbodystyle
0xC6E2EA52, setcharacterhelmetstyle
0x16CBB1A8, altbody_enter_callbacks
0x7A880023, washuman
0xFD4BA5E1, playfx
0xC1AA5253, _effect
0xA249D1DB, loadout
0xCCB75BA4, suspend_weapon_cycling
0x740D155E, altbody_loadouts
0xE6152EDE, disableweaponcycling
0x9E79E1CE, player_get_loadout
0x67E131E7, altbody_loadout
0xF575195B, player_give_loadout
0x8B5EC154, altbody_loadout_ever_had
0xB99D72B, seteverhadweaponall
0x9FCF3CD8, waittill_any_timeout
0xB47ED897, resetanimations
0xD2EB21EB, visionset
0xA8E4AFCF, altbody_visionset
0xB48C4996, altbody_visionsets
0xA5218027, deactivate
0xE216C11C, visionset_mgr
0x25294CFE, activate
0x3B231394, altbody_exit_callbacks
0xE40DB749, detachall
0xA0C0AEB, givecustomcharacters
0x1E948CED, switch_back_primary_weapon
0x40B5AF80, current
0x8FE40BC1, player_take_loadout
0x6C8F914F, enableweaponcycling
0xB4B5E429, resume_weapon_cycling
